Name,Round,SecondsTarget2,ConfidentLevel,SecondsConfident,Score,PlayerTarget2,PlayerTarget1,SecondsTarget1,Images,Target Position,Correct_1,Correct_2,AI Position 1,AI Position 2,AI1 Correct,AI2 Correct
S16,8,0.45,4,1.05,11,2,2,0.78,E15,2,1,1,2,4,1,0
S16,9,0.67,4,0.98,11,6,6,1.47,N97,6,1,1,1,1,0,0
S16,10,0.55,4,0.9,12,1,5,1.03,E31,1,0,1,5,6,0,0
S16,11,0.57,4,0.93,14,5,5,1.02,N61,5,1,1,5,5,1,1
S16,12,0.48,4,0.88,15,3,5,0.77,E30,3,0,1,5,3,0,1
S16,13,0.62,4,0.98,17,3,3,0.63,HT41,3,1,1,3,6,1,0
S16,14,0.48,0,0,17,1,1,1.28,N69,3,0,0,1,1,0,0
S16,15,0.87,4,0.9,18,5,6,1.37,N14,5,0,1,2,4,0,0
S16,16,0.43,4,1.12,20,2,2,0.48,N51,2,1,1,2,2,1,1
S16,17,0.85,3,0.65,22,5,5,0.78,HT66,5,1,1,1,5,0,1
S16,18,1.83,3,0.83,22,2,3,0.75,HT101,5,0,0,5,2,1,0
S16,19,0.48,4,0.98,23,3,1,0.82,N71,3,0,1,1,1,0,0
S16,20,0.47,4,1.48,25,5,5,0.73,N16,5,1,1,1,4,0,0
S16,22,0.58,3,0.88,27,2,2,0.8,N15,2,1,1,5,2,0,1
S16,23,0.9,3,0.72,29,4,4,0.47,HT106A-Frog-4727.jpg,4,1,1,4,3,1,0
S16,24,0.35,4,0.95,31,1,1,0.6,N114,1,1,1,3,3,0,0
S16,25,0.43,3,1,33,2,2,0.55,N83,2,1,1,6,1,0,0
S16,26,0.43,4,0.9,35,4,4,0.6,N102,4,1,1,4,4,1,1
S16,27,0.57,3,0.97,37,5,5,0.93,HT73A-SeaHorse-959.jpg,5,1,1,1,5,0,1
S16,28,0.32,4,0.83,39,2,2,0.53,N154A-Fish-859.jpg,2,1,1,2,3,1,0
S16,29,0.43,4,0.72,41,5,5,0.53,N74,5,1,1,2,2,0,0
S16,30,0.37,3,1.13,43,4,4,0.43,H26A - Seahorn.jpg,4,1,1,1,2,0,0
S16,31,0.52,3,0.82,45,4,4,0.4,E36A - lizard.jpg,4,1,1,4,4,1,1
S16,32,0.45,3,1.3,45,3,3,0.62,N152A-Fish-801.jpg,2,0,0,4,2,0,1
S16,33,0.38,3,0.93,46,1,4,0.5,HT67A-OrpionFish-932.jpg,1,0,1,1,5,1,0
S16,34,0.4,3,0.92,47,2,6,0.68,N77,2,0,1,1,1,0,0
S16,35,0.32,3,1.23,47,6,1,0.5,HT80A-Spider-2560.jpg,2,0,0,5,6,0,0
S16,36,0.62,4,1.03,49,5,5,0.4,40A - Tutle.jpg,5,1,1,5,5,1,1
S16,37,0.77,3,0.65,49,5,6,0.93,55A - Fog.jpg,2,0,0,6,2,0,1
S16,38,0.73,3,0.85,50,2,6,0.7,49A - Insect.jpg,2,0,1,2,6,1,0
S16,39,0.77,4,1.27,52,2,2,0.9,N213A-Lizard-2136.jpg,2,1,1,4,4,0,0
S16,40,0.57,4,1.15,54,1,1,0.45,HT84A-Spider-2766.jpg,1,1,1,3,4,0,0
S17,1,0.36,5,0.63,2,1,1,0.31,M34,1,1,1,1,1,1,1
S17,2,0.51,1,1.23,3,5,1,0.53,M33,1,1,0,3,1,0,1
S17,3,0.35,5,0.55,5,4,4,0.41,HT24,4,1,1,4,6,1,0
S17,4,0.28,5,0.69,5,6,6,0.32,N58,5,0,0,6,6,0,0
S17,5,0.25,5,0.34,7,5,5,0.37,E13,5,1,1,6,1,0,0
S17,6,0.33,5,0.42,9,1,1,0.4,HT26,1,1,1,1,1,1,1
S17,7,0.99,4,1.65,9,1,4,0.57,HT22,5,0,0,2,5,0,1
S17,8,0.33,5,0.38,11,2,2,0.35,E15,2,1,1,2,4,1,0
S17,9,0.29,5,0.28,11,6,6,0.29,N97,6,1,1,1,1,0,0
S17,10,0.27,5,0.4,11,5,5,0.25,E31,1,0,0,5,6,0,0
S17,11,0.43,2,0.44,11,2,2,0.79,N61,5,0,0,5,5,1,1
S17,12,0.54,4,1.41,12,3,1,0.76,E30,3,0,1,5,3,0,1
S17,13,0.58,5,0.41,14,3,3,0.39,HT41,3,1,1,3,6,1,0
S17,14,0.35,5,0.5,15,3,2,1.62,N69,3,0,1,1,1,0,0
S17,15,0.31,5,0.79,15,4,4,0.54,N14,5,0,0,2,4,0,0
S17,16,0.28,4,1.04,15,6,6,0.29,N51,2,0,0,2,2,1,1
S17,17,0.29,5,0.31,17,5,5,0.29,HT66,5,1,1,1,5,0,1
S17,18,0.26,5,0.23,19,5,5,0.78,HT101,5,1,1,5,2,1,0
S17,19,1.04,5,0.45,20,1,3,0.39,N71,3,1,0,1,1,0,0
S17,20,0.25,5,1.18,20,2,2,0.32,N16,5,0,0,1,4,0,0
S17,21,0.28,2,1.57,20,2,2,0.66,N48,1,0,0,1,1,1,1
S17,22,0.36,3,0.4,20,1,1,0.31,N15,2,0,0,5,2,0,1
S17,23,0.29,5,0.27,22,4,4,0.32,HT106A-Frog-4727.jpg,4,1,1,4,3,1,0
S17,24,0.28,4,0.32,24,1,1,0.5,N114,1,1,1,3,3,0,0
S17,25,0.48,5,0.46,25,3,2,0.89,N83,2,1,0,6,1,0,0
S17,26,0.32,5,0.37,27,4,4,0.48,N102,4,1,1,4,4,1,1
S17,27,0.36,5,0.6,29,5,5,0.25,HT73A-SeaHorse-959.jpg,5,1,1,1,5,0,1
S17,28,0.3,5,0.51,31,2,2,0.29,N154A-Fish-859.jpg,2,1,1,2,3,1,0
S17,29,0.29,5,0.31,33,5,5,0.3,N74,5,1,1,2,2,0,0
S17,30,0.3,5,1.09,35,4,4,0.35,H26A - Seahorn.jpg,4,1,1,1,2,0,0
S17,31,0.33,5,0.42,37,4,4,0.37,E36A - lizard.jpg,4,1,1,4,4,1,1
S17,32,0.42,5,0.38,38,3,2,0.72,N152A-Fish-801.jpg,2,1,0,4,2,0,1
S17,33,0.34,5,0.38,40,1,1,0.28,HT67A-OrpionFish-932.jpg,1,1,1,1,5,1,0
S17,34,0.41,5,0.32,42,2,2,0.34,N77,2,1,1,1,1,0,0
S17,35,0.32,5,0.4,42,1,1,0.42,HT80A-Spider-2560.jpg,2,0,0,5,6,0,0
S17,36,0.3,5,0.53,44,5,5,0.29,40A - Tutle.jpg,5,1,1,5,5,1,1
S17,37,0.33,5,0.47,44,5,6,0.5,55A - Fog.jpg,2,0,0,6,2,0,1
S17,38,0.29,5,0.23,46,2,2,0.33,49A - Insect.jpg,2,1,1,2,6,1,0
S17,39,0.49,3,0.8,47,2,3,0.25,N213A-Lizard-2136.jpg,2,0,1,4,4,0,0
S17,40,0.27,5,0.32,49,1,1,0.28,HT84A-Spider-2766.jpg,1,1,1,3,4,0,0
S18,1,0.6,5,1.08,2,1,1,0.92,M34,1,1,1,1,1,1,1
S18,2,0.4,4,0.68,3,1,4,1.77,M33,1,0,1,3,1,0,1
S18,3,0.43,5,0.83,5,4,4,0.53,HT24,4,1,1,4,6,1,0
S18,4,0.4,3,1.4,7,5,5,0.98,N58,5,1,1,6,6,0,0
S18,6,0.48,5,0.7,9,1,1,0.87,HT26,1,1,1,1,1,1,1
S18,7,0.33,5,0.62,11,5,5,0.58,HT22,5,1,1,2,5,0,1
S18,8,0.4,5,0.72,13,2,2,0.53,E15,2,1,1,2,4,1,0
S18,9,0.4,5,0.57,13,6,6,1.3,N97,6,1,1,1,1,0,0
S18,10,1.05,4,0.43,14,1,5,0.58,E31,1,0,1,5,6,0,0
S18,11,0.62,5,0.67,16,5,5,0.57,N61,5,1,1,5,5,1,1
S18,12,0.42,5,0.97,17,3,5,0.75,E30,3,0,1,5,3,0,1
S18,13,0.42,4,0.52,19,3,3,0.77,HT41,3,1,1,3,6,1,0
S18,14,0.37,4,0.82,20,3,1,1,N69,3,0,1,1,1,0,0
S18,15,0.43,4,1.07,20,2,2,1.33,N14,5,0,0,2,4,0,0
S18,16,1.27,5,1.15,22,2,2,0.37,N51,2,1,1,2,2,1,1
S18,17,0.9,3,1.98,24,5,5,1.83,HT66,5,1,1,1,5,0,1
S18,18,0.82,3,1.37,24,2,3,1.6,HT101,5,0,0,5,2,1,0
S18,19,0.63,0,0,24,1,1,1.47,N71,3,0,0,1,1,0,0
S18,20,0.47,3,1.58,24,1,1,1.25,N16,5,0,0,1,4,0,0
S18,21,0.37,0,0,26,1,1,1.1,N48,1,1,1,1,1,1,1
S18,22,0.4,4,1.42,28,2,2,0.92,N15,2,1,1,5,2,0,1
S18,23,0.37,5,1.33,30,4,4,0.48,HT106A-Frog-4727.jpg,4,1,1,4,3,1,0
S18,24,0.37,5,0.45,32,1,1,0.37,N114,1,1,1,3,3,0,0
S18,25,0.45,2,1.43,32,5,5,1.33,N83,2,0,0,6,1,0,0
S18,26,0.42,5,0.5,34,4,4,1.2,N102,4,1,1,4,4,1,1
S18,27,0.43,4,0.55,36,5,5,0.4,HT73A-SeaHorse-959.jpg,5,1,1,1,5,0,1
S18,28,0.52,5,0.67,38,2,2,0.83,N154A-Fish-859.jpg,2,1,1,2,3,1,0
S18,29,0.42,5,0.52,39,5,2,1.02,N74,5,0,1,2,2,0,0
S18,30,0.3,5,0.65,41,4,4,0.42,H26A - Seahorn.jpg,4,1,1,1,2,0,0
S18,31,0.35,5,1.03,42,4,5,1.27,E36A - lizard.jpg,4,0,1,4,4,1,1
S18,32,0.5,3,0.98,42,4,4,0.58,N152A-Fish-801.jpg,2,0,0,4,2,0,1
S18,33,0.37,4,0.52,44,1,1,1.92,HT67A-OrpionFish-932.jpg,1,1,1,1,5,1,0
S18,37,0.3,5,0.43,47,2,5,0.65,55A - Fog.jpg,2,0,1,6,2,0,1
S18,38,0.33,5,0.75,49,2,2,0.72,49A - Insect.jpg,2,1,1,2,6,1,0
S18,39,0.33,5,0.68,51,2,2,0.77,N213A-Lizard-2136.jpg,2,1,1,4,4,0,0
S18,40,0.37,5,0.57,53,1,1,0.48,HT84A-Spider-2766.jpg,1,1,1,3,4,0,0
S19,1,0.52,5,0.9,2,1,1,0.9,M34,1,1,1,1,1,1,1
S19,2,0.63,5,1.55,2,4,4,1.17,M33,1,0,0,3,1,0,1
S19,3,0.42,5,0.77,4,4,4,0.52,HT24,4,1,1,4,6,1,0
S19,4,0.35,0,1.72,4,2,2,1.23,N58,5,0,0,6,6,0,0
S19,5,0.65,5,1,4,1,1,1.57,E13,5,0,0,6,1,0,0
S19,6,0.5,5,1.07,6,1,1,0.43,HT26,1,1,1,1,1,1,1
S19,7,0.35,5,1,8,5,5,1.12,HT22,5,1,1,2,5,0,1
S19,8,0.35,5,1,10,2,2,0.43,E15,2,1,1,2,4,1,0
S19,9,0.5,0,0,10,6,2,1.02,N97,6,0,1,1,1,0,0
S19,10,0.45,5,0.92,12,1,1,0.72,E31,1,1,1,5,6,0,0
S19,11,0.62,5,1.27,14,5,5,0.5,N61,5,1,1,5,5,1,1
S19,12,0.47,5,1,15,3,5,0.62,E30,3,0,1,5,3,0,1
S19,13,0.38,5,0.93,17,3,3,0.65,HT41,3,1,1,3,6,1,0
S19,14,0.85,5,1.07,17,1,1,0.98,N69,3,0,0,1,1,0,0
S19,15,0.35,0,1.48,19,5,5,0.95,N14,5,1,1,2,4,0,0
S19,16,0.38,5,0.95,21,2,2,0.63,N51,2,1,1,2,2,1,1
S19,17,0.37,5,1.25,21,4,4,1.52,HT66,5,0,0,1,5,0,1
S19,18,0.57,0,0.48,23,5,5,1.43,HT101,5,1,1,5,2,1,0
S19,19,0.6,0,0.78,23,6,6,1.23,N71,3,0,0,1,1,0,0
S19,21,0.32,4,0.58,23,2,2,0.88,N48,1,0,0,1,1,1,1
S19,22,0.48,5,1.07,25,2,2,1.32,N15,2,1,1,5,2,0,1
S19,23,1.55,5,1.08,27,4,4,0.47,HT106A-Frog-4727.jpg,4,1,1,4,3,1,0
S19,24,0.4,5,0.87,29,1,1,0.58,N114,1,1,1,3,3,0,0
S19,25,0.32,4,1.22,29,3,3,0.67,N83,2,0,0,6,1,0,0
S19,26,1.05,5,1.43,30,4,5,0.77,N102,4,0,1,4,4,1,1
S19,27,0.52,5,0.88,32,5,5,0.73,HT73A-SeaHorse-959.jpg,5,1,1,1,5,0,1
S19,28,0.8,5,0.87,34,2,2,0.72,N154A-Fish-859.jpg,2,1,1,2,3,1,0
S19,29,0.33,5,0.88,36,5,5,0.42,N74,5,1,1,2,2,0,0
S19,30,0.3,5,1.15,38,4,4,0.82,H26A - Seahorn.jpg,4,1,1,1,2,0,0
S19,31,0.82,5,0.57,40,4,4,0.4,E36A - lizard.jpg,4,1,1,4,4,1,1
S19,32,1.17,0,1.53,41,3,2,0.48,N152A-Fish-801.jpg,2,1,0,4,2,0,1
S19,33,0.43,5,1.17,43,1,1,0.48,HT67A-OrpionFish-932.jpg,1,1,1,1,5,1,0
S19,34,0.45,5,1.45,45,2,2,0.5,N77,2,1,1,1,1,0,0
S19,35,0.73,0,0.7,45,3,3,1.13,HT80A-Spider-2560.jpg,2,0,0,5,6,0,0
S19,36,0.32,5,1.07,47,5,5,0.98,40A - Tutle.jpg,5,1,1,5,5,1,1
S19,37,0.42,5,0.95,47,4,4,1.45,55A - Fog.jpg,2,0,0,6,2,0,1
S19,38,0.8,5,0.93,49,2,2,0.5,49A - Insect.jpg,2,1,1,2,6,1,0
S19,39,0.32,0,0.37,49,4,4,0.35,N213A-Lizard-2136.jpg,2,0,0,4,4,0,0
S19,40,0.4,5,0.92,51,1,1,0.33,HT84A-Spider-2766.jpg,1,1,1,3,4,0,0
S20,1,0.57,5,1.13,2,1,1,0.57,M34,1,1,1,1,1,1,1
S20,2,0.15,5,1.08,4,1,1,0.87,M33,1,1,1,3,1,0,1
S20,3,0.32,5,1.05,6,4,4,0.52,HT24,4,1,1,4,6,1,0
S20,4,0.02,1,1.15,6,6,6,1.27,N58,5,0,0,6,6,0,0
S20,5,1.1,0,0,7,5,3,0.68,E13,5,0,1,6,1,0,0
S20,6,0.92,5,1.43,9,1,1,0.42,HT26,1,1,1,1,1,1,1
S20,7,1.07,3,1.37,10,5,2,0.98,HT22,5,0,1,2,5,0,1
S20,8,0.73,5,1.67,12,2,2,0.47,E15,2,1,1,2,4,1,0
S20,9,0.38,2,1.58,12,6,2,1.18,N97,6,0,1,1,1,0,0
S20,10,0.35,2,1.13,12,5,5,1.57,E31,1,0,0,5,6,0,0
S20,11,0.28,5,1.35,14,5,5,0.45,N61,5,1,1,5,5,1,1
S20,12,0.27,5,1.12,15,3,5,0.37,E30,3,0,1,5,3,0,1
S20,13,0.33,5,0.32,17,3,3,0.3,HT41,3,1,1,3,6,1,0
S20,14,0.55,0,0,17,1,1,0.7,N69,3,0,0,1,1,0,0
S20,15,0.33,3,1.08,17,2,2,0.47,N14,5,0,0,2,4,0,0
S20,16,0.32,5,1.32,19,2,2,0.42,N51,2,1,1,2,2,1,1
S20,17,0.53,2,0.3,19,3,4,0.53,HT66,5,0,0,1,5,0,1
S20,18,0.4,4,1.82,21,5,5,1.55,HT101,5,1,1,5,2,1,0
S20,19,0.35,4,1.15,21,4,4,1.22,N71,3,0,0,1,1,0,0
S20,20,0.8,5,0.32,22,5,6,0.88,N16,5,0,1,1,4,0,0
S20,21,1.23,4,1.22,22,4,4,0.7,N48,1,0,0,1,1,1,1
S20,22,0.3,5,0.43,24,2,2,0.28,N15,2,1,1,5,2,0,1
S20,23,0.68,5,1.12,26,4,4,0.42,HT106A-Frog-4727.jpg,4,1,1,4,3,1,0
S20,24,0.52,5,1.08,28,1,1,0.35,N114,1,1,1,3,3,0,0
S20,25,1.02,2,0.35,30,2,2,0.4,N83,2,1,1,6,1,0,0
S20,26,0.67,5,0.97,32,4,4,0.45,N102,4,1,1,4,4,1,1
S20,27,0.42,5,1.1,34,5,5,0.3,HT73A-SeaHorse-959.jpg,5,1,1,1,5,0,1
S20,28,0.42,5,1.65,36,2,2,0.32,N154A-Fish-859.jpg,2,1,1,2,3,1,0
S20,29,0.32,0,0,38,5,5,0.43,N74,5,1,1,2,2,0,0
S20,30,0.28,5,1.22,40,4,4,0.35,H26A - Seahorn.jpg,4,1,1,1,2,0,0
S20,31,0.93,5,1.12,42,4,4,0.37,E36A - lizard.jpg,4,1,1,4,4,1,1
S20,32,0.63,5,1.3,42,4,3,0.63,N152A-Fish-801.jpg,2,0,0,4,2,0,1
S20,33,0.83,5,0.33,44,1,1,0.1,HT67A-OrpionFish-932.jpg,1,1,1,1,5,1,0
S20,34,0.32,5,1.13,46,2,2,0.33,N77,2,1,1,1,1,0,0
S20,36,0.4,5,0.97,48,5,5,0.4,40A - Tutle.jpg,5,1,1,5,5,1,1
S20,37,1.8,4,1.27,48,5,6,0.75,55A - Fog.jpg,2,0,0,6,2,0,1
S20,38,0.85,5,1.22,50,2,2,0.3,49A - Insect.jpg,2,1,1,2,6,1,0
S20,39,0.42,5,0.9,50,5,4,1.23,N213A-Lizard-2136.jpg,2,0,0,4,4,0,0
S20,40,0.3,5,1.18,52,1,1,0.28,HT84A-Spider-2766.jpg,1,1,1,3,4,0,0
S21,1,0.92,5,1.1,2,1,1,0.63,M34,1,1,1,1,1,1,1
S21,2,0.47,5,0.67,4,1,1,0.55,M33,1,1,1,3,1,0,1
S21,3,0.48,5,0.85,6,4,4,0.12,HT24,4,1,1,4,6,1,0
S21,4,0.42,5,0.93,8,5,5,0.75,N58,5,1,1,6,6,0,0
S21,5,0.57,5,1.08,10,5,5,0.48,E13,5,1,1,6,1,0,0
S21,6,0.38,5,1.05,12,1,1,0.48,HT26,1,1,1,1,1,1,1
S21,7,0.98,2,1.53,13,5,3,0.93,HT22,5,0,1,2,5,0,1
S21,8,0.63,5,1.35,15,2,2,0.47,E15,2,1,1,2,4,1,0
S21,9,0.43,5,1.5,15,6,3,1.23,N97,6,0,1,1,1,0,0
S21,10,0.37,2,0.67,15,5,5,0.83,E31,1,0,0,5,6,0,0
S21,11,0.35,5,0.95,17,5,5,0.48,N61,5,1,1,5,5,1,1
S21,12,0.02,5,1.12,18,3,5,0.47,E30,3,0,1,5,3,0,1
S21,13,0.42,5,0.6,20,3,3,0.5,HT41,3,1,1,3,6,1,0
S21,14,0.4,0,0,20,1,1,0.48,N69,3,0,0,1,1,0,0
S21,15,0.3,5,1.35,20,2,2,0.37,N14,5,0,0,2,4,0,0
S21,16,0.42,5,0.65,22,2,2,1.02,N51,2,1,1,2,2,1,1
S21,17,0.25,4,1.05,23,5,4,1.42,HT66,5,0,1,1,5,0,1
S21,18,0.38,5,0.78,25,5,5,0.02,HT101,5,1,1,5,2,1,0
S21,19,0.45,5,0.62,25,1,1,0.7,N71,3,0,0,1,1,0,0
S21,20,0.15,2,1.4,27,5,5,1.1,N16,5,1,1,1,4,0,0
S21,21,0.52,2,1.4,27,5,5,1.9,N48,1,0,0,1,1,1,1
S21,22,0.48,5,1.42,29,2,2,0.02,N15,2,1,1,5,2,0,1
S21,23,0.43,5,0.58,31,4,4,0.63,HT106A-Frog-4727.jpg,4,1,1,4,3,1,0
S21,24,0.28,2,1.05,31,3,3,0.57,N114,1,0,0,3,3,0,0
S21,25,0.38,2,0.33,31,4,4,1.38,N83,2,0,0,6,1,0,0
S21,26,0.48,5,0.43,33,4,4,0.12,N102,4,1,1,4,4,1,1
S21,27,0.35,5,0.47,35,5,5,0.63,HT73A-SeaHorse-959.jpg,5,1,1,1,5,0,1
S21,28,0.3,5,0.73,37,2,2,0.42,N154A-Fish-859.jpg,2,1,1,2,3,1,0
S21,29,0.42,5,1.97,39,5,5,0.47,N74,5,1,1,2,2,0,0
S21,30,0.33,5,0.6,41,4,4,0.37,H26A - Seahorn.jpg,4,1,1,1,2,0,0
S21,31,0.5,5,1.15,43,4,4,1.18,E36A - lizard.jpg,4,1,1,4,4,1,1
S21,32,0.13,5,0.85,44,2,4,0.63,N152A-Fish-801.jpg,2,0,1,4,2,0,1
S21,33,0.58,5,0.7,44,5,4,1.37,HT67A-OrpionFish-932.jpg,1,0,0,1,5,1,0
S21,34,0.32,5,0.52,45,2,5,1.27,N77,2,0,1,1,1,0,0
S21,35,0.32,2,0.75,47,2,2,0.3,HT80A-Spider-2560.jpg,2,1,1,5,6,0,0
S21,36,0.3,5,0.35,49,5,5,0.37,40A - Tutle.jpg,5,1,1,5,5,1,1
S21,37,1,0,0,50,2,1,0.53,55A - Fog.jpg,2,0,1,6,2,0,1
S21,38,0.33,3,1.17,52,2,2,0.3,49A - Insect.jpg,2,1,1,2,6,1,0
S21,39,0.28,5,0.78,54,2,2,0.05,N213A-Lizard-2136.jpg,2,1,1,4,4,0,0
S21,40,0.35,5,0.7,56,1,1,0.37,HT84A-Spider-2766.jpg,1,1,1,3,4,0,0
S22,1,0.38,4,1.4,2,1,1,0.65,M34,1,1,1,1,1,1,1
S22,2,0.82,5,1.13,3,1,3,1.18,M33,1,0,1,3,1,0,1
S22,3,0.53,3,0.75,5,4,4,0.83,HT24,4,1,1,4,6,1,0
S22,4,0.6,5,0.75,6,5,2,1.17,N58,5,0,1,6,6,0,0
S22,5,0.53,1,0.8,6,4,2,0.63,E13,5,0,0,6,1,0,0
S22,6,0.82,5,0.67,8,1,1,0.92,HT26,1,1,1,1,1,1,1
S22,7,0.45,5,0.6,9,5,2,1.13,HT22,5,0,1,2,5,0,1
S22,8,0.83,5,0.68,11,2,2,0.98,E15,2,1,1,2,4,1,0
S22,9,0.38,5,0.53,11,6,6,1,N97,6,1,1,1,1,0,0
S22,10,0.62,5,0.63,12,1,5,0.68,E31,1,0,1,5,6,0,0
S22,11,0.48,5,0.75,14,5,5,0.55,N61,5,1,1,5,5,1,1
S22,12,0.57,5,0.6,15,3,4,1,E30,3,0,1,5,3,0,1
S22,13,1.47,3,1.5,16,4,3,1.27,HT41,3,1,0,3,6,1,0
S22,14,0.47,4,1.08,16,1,1,0.98,N69,3,0,0,1,1,0,0
S22,15,1.65,2,1.5,16,2,2,1.07,N14,5,0,0,2,4,0,0
S22,16,0.47,5,0.48,18,2,2,0.47,N51,2,1,1,2,2,1,1
S22,17,1.55,3,1.7,18,3,4,1.08,HT66,5,0,0,1,5,0,1
S22,18,0.32,2,0.57,18,2,2,1.52,HT101,5,0,0,5,2,1,0
S22,19,0.57,2,1.12,18,1,1,0.65,N71,3,0,0,1,1,0,0
S22,20,0.57,2,0.45,18,6,2,0.97,N16,5,0,0,1,4,0,0
S22,21,0.8,2,0.97,19,1,2,1.15,N48,1,0,1,1,1,1,1
S22,22,0.4,3,0.33,21,2,2,0.97,N15,2,1,1,5,2,0,1
S22,23,0.47,5,0.77,23,4,4,1.42,HT106A-Frog-4727.jpg,4,1,1,4,3,1,0
S22,24,0.7,2,0.45,23,3,5,1.37,N114,1,0,0,3,3,0,0
S22,25,0.75,0,0.83,23,4,4,1.25,N83,2,0,0,6,1,0,0
S22,26,0.43,5,0.58,25,4,4,0.83,N102,4,1,1,4,4,1,1
S22,27,0.43,5,0.48,27,5,5,0.83,HT73A-SeaHorse-959.jpg,5,1,1,1,5,0,1
S22,28,0.45,5,1.17,29,2,2,0.83,N154A-Fish-859.jpg,2,1,1,2,3,1,0
S22,29,0.32,5,0.48,31,5,5,0.47,N74,5,1,1,2,2,0,0
S22,30,0.58,2,1.13,33,4,4,0.92,H26A - Seahorn.jpg,4,1,1,1,2,0,0
S22,31,0.37,5,0.6,35,4,4,0.82,E36A - lizard.jpg,4,1,1,4,4,1,1
S22,32,0.38,5,0.48,35,4,4,1.1,N152A-Fish-801.jpg,2,0,0,4,2,0,1
S22,33,0.33,2,0.37,37,1,1,0.52,HT67A-OrpionFish-932.jpg,1,1,1,1,5,1,0
S22,34,0.9,2,0.35,37,1,5,0.97,N77,2,0,0,1,1,0,0
S22,35,0.45,2,1.12,37,6,3,1.22,HT80A-Spider-2560.jpg,2,0,0,5,6,0,0
S22,36,0.42,5,0.63,39,5,5,1.07,40A - Tutle.jpg,5,1,1,5,5,1,1
S22,37,0.82,5,1.78,40,2,6,1.1,55A - Fog.jpg,2,0,1,6,2,0,1
S22,38,0.42,2,0.52,42,2,2,0.62,49A - Insect.jpg,2,1,1,2,6,1,0
S22,39,0.35,2,0.45,42,5,5,1.12,N213A-Lizard-2136.jpg,2,0,0,4,4,0,0
S22,40,0.43,2,0.48,44,1,1,0.87,HT84A-Spider-2766.jpg,1,1,1,3,4,0,0
S23,1,0.32,5,0.52,2,1,1,0.38,M34,1,1,1,1,1,1,1
S23,2,0.6,1,0.82,3,1,3,0.48,M33,1,0,1,3,1,0,1
S23,3,0.32,5,0.63,5,4,4,0.43,HT24,4,1,1,4,6,1,0
S23,4,0.35,4,0.67,6,5,4,0.87,N58,5,0,1,6,6,0,0
S23,5,0.62,1,0.48,7,5,3,0.8,E13,5,0,1,6,1,0,0
S23,6,0.32,5,0.35,9,1,1,0.33,HT26,1,1,1,1,1,1,1
S23,7,0.3,2,0.9,10,5,2,0.52,HT22,5,0,1,2,5,0,1
S23,8,0.32,5,0.67,12,2,2,0.45,E15,2,1,1,2,4,1,0
S23,9,0.38,2,0.5,12,1,1,1.15,N97,6,0,0,1,1,0,0
S23,10,0.98,1,0.92,12,6,5,0.28,E31,1,0,0,5,6,0,0
S23,11,0.3,5,0.37,14,5,5,0.77,N61,5,1,1,5,5,1,1
S23,12,0.47,5,0.48,15,3,5,0.2,E30,3,0,1,5,3,0,1
S23,13,0.32,3,0.73,17,3,3,0.48,HT41,3,1,1,3,6,1,0
S23,14,0.28,3,0.47,19,3,3,0.43,N69,3,1,1,1,1,0,0
S23,15,0.42,3,0.5,19,4,2,0.23,N14,5,0,0,2,4,0,0
S23,16,0.7,5,0.45,20,2,1,0.32,N51,2,0,1,2,2,1,1
S23,17,0.32,0,0.37,21,5,4,0.37,HT66,5,0,1,1,5,0,1
S23,18,0.93,2,0.85,23,5,5,0.35,HT101,5,1,1,5,2,1,0
S23,19,0.42,3,0.53,23,1,1,0.38,N71,3,0,0,1,1,0,0
S23,20,0.13,0,0.37,23,1,1,0.38,N16,5,0,0,1,4,0,0
S23,21,0.4,1,0.38,25,1,1,0.68,N48,1,1,1,1,1,1,1
S23,22,0.3,3,0.33,27,2,2,0.32,N15,2,1,1,5,2,0,1
S23,23,0.33,5,0.35,29,4,4,0.9,HT106A-Frog-4727.jpg,4,1,1,4,3,1,0
S23,24,0.33,0,0.5,29,3,3,0.72,N114,1,0,0,3,3,0,0
S23,25,0.7,0,0.42,29,6,6,0.57,N83,2,0,0,6,1,0,0
S23,26,0.35,4,0.47,31,4,4,0.43,N102,4,1,1,4,4,1,1
S23,27,0.38,4,1.67,33,5,5,0.33,HT73A-SeaHorse-959.jpg,5,1,1,1,5,0,1
S23,28,0.35,3,0.48,35,2,2,0.95,N154A-Fish-859.jpg,2,1,1,2,3,1,0
S23,29,0.7,1,0.38,36,5,2,0.55,N74,5,0,1,2,2,0,0
S23,30,0.2,0,0.37,37,2,4,0.65,H26A - Seahorn.jpg,4,1,0,1,2,0,0
S23,31,0.27,4,0.35,39,4,4,0.33,E36A - lizard.jpg,4,1,1,4,4,1,1
S23,32,0.88,0,0.4,40,2,4,0.58,N152A-Fish-801.jpg,2,0,1,4,2,0,1
S23,33,0.53,1,0.35,41,5,1,0.53,HT67A-OrpionFish-932.jpg,1,1,0,1,5,1,0
S23,34,0.45,0,0.5,43,2,2,0.52,N77,2,1,1,1,1,0,0
S23,35,0.53,0,0.42,44,6,2,0.75,HT80A-Spider-2560.jpg,2,1,0,5,6,0,0
S23,36,0.32,4,1.52,46,5,5,0.43,40A - Tutle.jpg,5,1,1,5,5,1,1
S23,37,0.3,1,0.35,47,2,6,0.67,55A - Fog.jpg,2,0,1,6,2,0,1
