Name,Round,SecondsTarget2,ConfidentLevel,SecondsConfident,Score,PlayerTarget2,PlayerTarget1,SecondsTarget1,Images,Target Position,Correct_1,Correct_2,AI Position 1,AI Position 2,AI1 Correct,AI2 Correct
S8,18,0.28,4,1.35,29,5,5,0.32,HT101,5,1,1,5,2,1,0
S8,19,0.47,5,0.27,31,3,3,0.27,N71,3,1,1,1,1,0,0
S8,20,0.33,1,0.9,32,5,2,0.53,N16,5,0,1,1,4,0,0
S8,21,0.3,2,0.12,34,1,1,0.27,N48,1,1,1,1,1,1,1
S8,22,0.3,5,0.6,36,2,2,0.23,N15,2,1,1,5,2,0,1
S8,23,0.32,5,0.32,38,4,4,0.33,HT106A-Frog-4727.jpg,4,1,1,4,3,1,0
S8,24,1.17,4,1.17,40,1,1,0.38,N114,1,1,1,3,3,0,0
S8,25,0.42,5,0.25,42,2,2,0.25,N83,2,1,1,6,1,0,0
S8,26,0.33,5,0.23,44,4,4,0.28,N102,4,1,1,4,4,1,1
S8,27,0.23,4,0.48,46,5,5,0.08,HT73A-SeaHorse-959.jpg,5,1,1,1,5,0,1
S8,28,0.55,4,0.77,48,2,2,0.3,N154A-Fish-859.jpg,2,1,1,2,3,1,0
S8,29,0.25,5,0.67,50,5,5,0.62,N74,5,1,1,2,2,0,0
S8,30,0.43,4,1,52,4,4,0.52,H26A - Seahorn.jpg,4,1,1,1,2,0,0
S8,31,0.32,5,0.92,54,4,4,0.32,E36A - lizard.jpg,4,1,1,4,4,1,1
S8,32,1.47,1,1.05,54,4,4,0.93,N152A-Fish-801.jpg,2,0,0,4,2,0,1
S8,33,0.33,4,0.62,56,1,1,0.33,HT67A-OrpionFish-932.jpg,1,1,1,1,5,1,0
S8,34,0.25,5,0.38,58,2,2,0.7,N77,2,1,1,1,1,0,0
S8,35,1.07,0,0.28,58,4,5,0.25,HT80A-Spider-2560.jpg,2,0,0,5,6,0,0
S8,36,0.52,5,0.68,60,5,5,0.23,40A - Tutle.jpg,5,1,1,5,5,1,1
S8,37,0.43,5,0.33,62,2,2,0.35,55A - Fog.jpg,2,1,1,6,2,0,1
S8,38,0.38,0,0.27,63,2,3,0.55,49A - Insect.jpg,2,0,1,2,6,1,0
S8,39,0.3,5,0.42,65,2,2,0.37,N213A-Lizard-2136.jpg,2,1,1,4,4,0,0
S8,40,0.28,4,0.32,66,1,2,0.38,HT84A-Spider-2766.jpg,1,0,1,3,4,0,0
S9,1,0.75,5,0.72,2,1,1,0.4,M34,1,1,1,1,1,1,1
S9,2,0.27,5,0.82,3,1,4,0.4,M33,1,0,1,3,1,0,1
S9,3,0.3,5,0.43,5,4,4,0.43,HT24,4,1,1,4,6,1,0
S9,4,0.38,5,0.6,5,6,6,0.8,N58,5,0,0,6,6,0,0
S9,5,0.3,5,0.85,7,5,5,0.83,E13,5,1,1,6,1,0,0
S9,6,0.27,5,0.5,9,1,1,0.28,HT26,1,1,1,1,1,1,1
S9,7,0.15,5,0.68,10,5,2,0.38,HT22,5,0,1,2,5,0,1
S9,8,0.3,5,0.35,12,2,2,0.3,E15,2,1,1,2,4,1,0
S9,9,0.27,5,0.57,12,6,6,0.53,N97,6,1,1,1,1,0,0
S9,10,0.23,5,0.97,14,1,1,0.15,E31,1,1,1,5,6,0,0
S9,11,0.3,0,0,16,5,5,0.45,N61,5,1,1,5,5,1,1
S9,12,0.05,5,0.28,17,3,5,0.32,E30,3,0,1,5,3,0,1
S9,13,0.3,0,0,19,3,3,0.13,HT41,3,1,1,3,6,1,0
S9,14,0.2,5,1.27,19,1,1,0.28,N69,3,0,0,1,1,0,0
S9,15,0.57,5,0.97,19,2,2,0.32,N14,5,0,0,2,4,0,0
S9,16,0.4,5,0.45,21,2,2,0.27,N51,2,1,1,2,2,1,1
S9,17,0.33,5,0.92,23,5,5,0.72,HT66,5,1,1,1,5,0,1
S9,18,0.33,5,1.13,25,5,5,0.4,HT101,5,1,1,5,2,1,0
S9,19,0.37,5,0.63,25,1,1,0.3,N71,3,0,0,1,1,0,0
S9,20,0.47,4,0.33,25,1,1,0.35,N16,5,0,0,1,4,0,0
S9,21,0.33,4,0.87,25,2,2,0.55,N48,1,0,0,1,1,1,1
S9,22,0.33,4,0.97,27,2,2,0.28,N15,2,1,1,5,2,0,1
S9,23,0.27,4,0.7,29,4,4,0.42,HT106A-Frog-4727.jpg,4,1,1,4,3,1,0
S9,24,0.2,5,0.48,31,1,1,0.4,N114,1,1,1,3,3,0,0
S9,25,0.27,3,0.27,33,2,2,0.72,N83,2,1,1,6,1,0,0
S9,26,0.33,5,0.9,35,4,4,0.4,N102,4,1,1,4,4,1,1
S9,27,0.73,5,0.68,37,5,5,0.03,HT73A-SeaHorse-959.jpg,5,1,1,1,5,0,1
S9,28,1.2,5,0.45,39,2,2,0.15,N154A-Fish-859.jpg,2,1,1,2,3,1,0
S9,29,0.15,5,0.25,41,5,5,0.27,N74,5,1,1,2,2,0,0
S9,30,0.15,3,0.57,41,3,3,0.55,H26A - Seahorn.jpg,4,0,0,1,2,0,0
S9,31,0.35,5,0.85,43,4,4,0.73,E36A - lizard.jpg,4,1,1,4,4,1,1
S9,32,0.28,5,0.73,45,2,2,1.05,N152A-Fish-801.jpg,2,1,1,4,2,0,1
S9,33,0.1,4,0.45,47,1,1,0.12,HT67A-OrpionFish-932.jpg,1,1,1,1,5,1,0
S9,34,0.47,5,0.83,49,2,2,0.52,N77,2,1,1,1,1,0,0
S9,35,0.77,4,0.65,49,3,3,1.28,HT80A-Spider-2560.jpg,2,0,0,5,6,0,0
S9,36,0.5,4,0.62,51,5,5,0.2,40A - Tutle.jpg,5,1,1,5,5,1,1
S9,37,0.68,0,0,53,2,2,0.28,55A - Fog.jpg,2,1,1,6,2,0,1
S9,38,0.4,5,1.2,55,2,2,0.18,49A - Insect.jpg,2,1,1,2,6,1,0
S9,39,0.58,5,1.4,55,4,4,0.17,N213A-Lizard-2136.jpg,2,0,0,4,4,0,0
S9,40,0.63,5,1.13,55,3,3,0.87,HT84A-Spider-2766.jpg,1,0,0,3,4,0,0
S10,1,1.32,5,1.35,2,1,1,0.58,M34,1,1,1,1,1,1,1
S10,2,0.42,0,0,4,1,1,0.63,M33,1,1,1,3,1,0,1
S10,3,0.45,5,1.17,6,4,4,1.2,HT24,4,1,1,4,6,1,0
S10,4,0.57,0,0,8,5,5,1,N58,5,1,1,6,6,0,0
S10,5,1.23,1,1.27,8,3,3,1.08,E13,5,0,0,6,1,0,0
S10,6,0.32,5,0.55,10,1,1,0.57,HT26,1,1,1,1,1,1,1
S10,7,1.62,2,1.43,11,5,2,0.5,HT22,5,0,1,2,5,0,1
S10,8,0.3,5,0.83,13,2,2,0.4,E15,2,1,1,2,4,1,0
S10,9,0.55,5,1.02,13,6,6,1.45,N97,6,1,1,1,1,0,0
S10,10,0.38,5,0.95,14,1,5,0.22,E31,1,0,1,5,6,0,0
S10,11,0.32,5,0.62,16,5,5,0.65,N61,5,1,1,5,5,1,1
S10,12,0.45,5,0.72,17,3,4,0.8,E30,3,0,1,5,3,0,1
S10,13,0.62,2,1.55,19,3,3,0.5,HT41,3,1,1,3,6,1,0
S10,14,0.48,3,0.78,20,3,1,0.33,N69,3,0,1,1,1,0,0
S10,15,0.38,2,0.67,20,4,2,0.45,N14,5,0,0,2,4,0,0
S10,16,0.35,2,1,22,2,2,0.45,N51,2,1,1,2,2,1,1
S10,17,0.12,5,0.47,23,5,4,0.3,HT66,5,0,1,1,5,0,1
S10,18,0.48,3,0.5,25,5,5,0.05,HT101,5,1,1,5,2,1,0
S10,19,0.35,2,0.6,25,4,4,0.48,N71,3,0,0,1,1,0,0
S10,20,0.38,2,0.62,25,4,1,1.25,N16,5,0,0,1,4,0,0
S10,21,0.17,2,0.82,25,5,5,1.02,N48,1,0,0,1,1,1,1
S10,22,0.33,5,0.63,27,2,2,0.38,N15,2,1,1,5,2,0,1
S10,23,0.33,5,0.73,29,4,4,0.4,HT106A-Frog-4727.jpg,4,1,1,4,3,1,0
S10,24,0.43,2,0.7,29,3,5,0.83,N114,1,0,0,3,3,0,0
S10,25,0.25,2,1.07,29,1,6,0.13,N83,2,0,0,6,1,0,0
S10,26,0.35,4,0.48,31,4,4,0.65,N102,4,1,1,4,4,1,1
S10,27,0.32,5,0.47,32,5,4,0.35,HT73A-SeaHorse-959.jpg,5,0,1,1,5,0,1
S10,28,0.42,4,0.48,34,2,2,0.42,N154A-Fish-859.jpg,2,1,1,2,3,1,0
S10,29,0.32,3,0.55,34,2,2,0.58,N74,5,0,0,2,2,0,0
S10,30,0.42,2,0.52,36,4,4,0.4,H26A - Seahorn.jpg,4,1,1,1,2,0,0
S10,31,0.32,5,1.38,38,4,4,0.43,E36A - lizard.jpg,4,1,1,4,4,1,1
S10,32,0.55,3,1.17,39,2,4,0.43,N152A-Fish-801.jpg,2,0,1,4,2,0,1
S10,33,0.37,3,0.77,39,4,4,0.87,HT67A-OrpionFish-932.jpg,1,0,0,1,5,1,0
S10,34,0.3,5,0.62,41,2,2,0.35,N77,2,1,1,1,1,0,0
S10,35,0.52,2,0.63,41,6,3,0.57,HT80A-Spider-2560.jpg,2,0,0,5,6,0,0
S10,36,0.92,4,1.4,43,5,5,0.42,40A - Tutle.jpg,5,1,1,5,5,1,1
S10,37,1.73,3,1.48,44,2,5,0.43,55A - Fog.jpg,2,0,1,6,2,0,1
S10,38,0.35,5,0.6,46,2,2,0.38,49A - Insect.jpg,2,1,1,2,6,1,0
S10,39,0.48,5,1.6,48,2,2,0.53,N213A-Lizard-2136.jpg,2,1,1,4,4,0,0
S10,40,0.5,5,1.2,49,1,2,0.42,HT84A-Spider-2766.jpg,1,0,1,3,4,0,0
S11,1,0.32,5,0.38,2,1,1,0.37,M34,1,1,1,1,1,1,1
S11,2,0.3,5,0.4,3,1,3,0.32,M33,1,0,1,3,1,0,1
S11,3,0.32,5,0.32,5,4,4,0.37,HT24,4,1,1,4,6,1,0
S11,4,0.4,3,1.03,5,6,4,1.63,N58,5,0,0,6,6,0,0
S11,5,0.3,5,0.4,7,5,5,0.37,E13,5,1,1,6,1,0,0
S11,6,0.28,5,0.33,9,1,1,0.33,HT26,1,1,1,1,1,1,1
S11,7,0.27,5,0.37,10,5,1,0.72,HT22,5,0,1,2,5,0,1
S11,8,0.23,5,0.4,12,2,2,0.32,E15,2,1,1,2,4,1,0
S11,9,0.3,5,0.42,12,6,6,0.37,N97,6,1,1,1,1,0,0
S11,10,0.3,3,0.3,12,5,5,0.08,E31,1,0,0,5,6,0,0
S11,11,0.3,5,0.27,14,5,5,0.25,N61,5,1,1,5,5,1,1
S11,12,0.27,5,0.33,15,3,5,0.18,E30,3,0,1,5,3,0,1
S11,13,0.25,5,0.3,17,3,3,0.27,HT41,3,1,1,3,6,1,0
S11,14,0.32,5,0.23,17,1,1,0.27,N69,3,0,0,1,1,0,0
S11,15,0.3,5,0.45,18,5,2,0.3,N14,5,0,1,2,4,0,0
S11,16,0.05,5,0.35,20,2,2,0.28,N51,2,1,1,2,2,1,1
S11,17,0.33,5,0.32,21,4,5,0.28,HT66,5,1,0,1,5,0,1
S11,18,0.32,4,0.4,23,5,5,0.35,HT101,5,1,1,5,2,1,0
S11,19,0.32,3,0.37,23,1,1,0.22,N71,3,0,0,1,1,0,0
S11,20,0.3,4,0.35,25,5,5,0.28,N16,5,1,1,1,4,0,0
S11,21,0.28,3,0.32,27,1,1,0.23,N48,1,1,1,1,1,1,1
S11,22,0.25,5,0.35,29,2,2,0.32,N15,2,1,1,5,2,0,1
S11,23,0.38,5,0.33,31,4,4,0.38,HT106A-Frog-4727.jpg,4,1,1,4,3,1,0
S11,24,0.22,5,0.27,33,1,1,0.33,N114,1,1,1,3,3,0,0
S11,25,0.3,3,0.4,34,2,6,0.15,N83,2,0,1,6,1,0,0
S11,26,0.32,5,0.45,36,4,4,0.32,N102,4,1,1,4,4,1,1
S11,27,0.23,5,0.28,38,5,5,0.23,HT73A-SeaHorse-959.jpg,5,1,1,1,5,0,1
S11,28,0.3,5,0.37,40,2,2,0.37,N154A-Fish-859.jpg,2,1,1,2,3,1,0
S11,29,0.3,5,0.55,41,5,2,0.18,N74,5,0,1,2,2,0,0
S11,30,0.58,2,0.33,43,4,4,0.33,H26A - Seahorn.jpg,4,1,1,1,2,0,0
S11,31,0.38,5,0.35,45,4,4,0.33,E36A - lizard.jpg,4,1,1,4,4,1,1
S11,32,0.4,2,0.27,45,4,4,0.28,N152A-Fish-801.jpg,2,0,0,4,2,0,1
S11,33,0.3,5,0.45,47,1,1,0.28,HT67A-OrpionFish-932.jpg,1,1,1,1,5,1,0
S11,34,0.28,5,0.42,49,2,2,0.23,N77,2,1,1,1,1,0,0
S11,35,0.28,3,0.3,51,2,2,0.32,HT80A-Spider-2560.jpg,2,1,1,5,6,0,0
S11,36,0.27,5,0.37,53,5,5,0.25,40A - Tutle.jpg,5,1,1,5,5,1,1
S11,37,0.35,5,0.3,55,2,2,0.2,55A - Fog.jpg,2,1,1,6,2,0,1
S11,38,0.22,3,0.33,57,2,2,0.58,49A - Insect.jpg,2,1,1,2,6,1,0
S11,39,0.13,5,0.33,59,2,2,0.22,N213A-Lizard-2136.jpg,2,1,1,4,4,0,0
S11,40,0.37,3,0.35,60,1,3,0.22,HT84A-Spider-2766.jpg,1,0,1,3,4,0,0
S12,1,0.38,5,0.53,2,1,1,0.37,M34,1,1,1,1,1,1,1
S12,2,0.38,5,0.53,4,1,1,0.5,M33,1,1,1,3,1,0,1
S12,3,0.45,5,0.4,6,4,4,0.4,HT24,4,1,1,4,6,1,0
S12,4,0.62,0,1.3,8,5,5,1.88,N58,5,1,1,6,6,0,0
S12,5,0.43,1,1.25,10,5,5,0.5,E13,5,1,1,6,1,0,0
S12,7,0.83,1,0.67,12,5,2,1,HT22,5,0,1,2,5,0,1
S12,8,0.7,5,0.5,14,2,2,0.32,E15,2,1,1,2,4,1,0
S12,9,0.37,1,0.47,14,6,3,1.35,N97,6,0,1,1,1,0,0
S12,10,0.38,5,1.48,16,1,1,0.4,E31,1,1,1,5,6,0,0
S12,11,0.32,5,0.83,18,5,5,0.45,N61,5,1,1,5,5,1,1
S12,12,0.38,5,0.5,20,3,3,0.47,E30,3,1,1,5,3,0,1
S12,13,0.32,4,1.17,22,3,3,0.37,HT41,3,1,1,3,6,1,0
S12,14,0.4,3,1.18,23,3,1,0.95,N69,3,0,1,1,1,0,0
S12,15,0.35,2,1.75,23,2,2,0.4,N14,5,0,0,2,4,0,0
S12,16,0.37,5,0.78,25,2,2,0.87,N51,2,1,1,2,2,1,1
S12,18,1.22,0,1.32,26,2,5,1.2,HT101,5,1,0,5,2,1,0
S12,19,0.63,0,1.18,26,2,2,1.72,N71,3,0,0,1,1,0,0
S12,21,0.48,0,1.23,26,2,2,0.57,N48,1,0,0,1,1,1,1
S12,22,0.42,1,1.45,27,2,5,0.55,N15,2,0,1,5,2,0,1
S12,23,0.47,2,1.23,29,4,4,0.43,HT106A-Frog-4727.jpg,4,1,1,4,3,1,0
S12,24,0.55,1,1.18,31,1,1,0.63,N114,1,1,1,3,3,0,0
S12,25,0.47,0,1.27,31,1,4,1.23,N83,2,0,0,6,1,0,0
S12,26,0.95,2,1.73,33,4,4,1.02,N102,4,1,1,4,4,1,1
S12,27,1.55,1,1.17,35,5,5,0.72,HT73A-SeaHorse-959.jpg,5,1,1,1,5,0,1
S12,28,0.6,2,1.02,37,2,2,0.85,N154A-Fish-859.jpg,2,1,1,2,3,1,0
S12,30,1.42,2,1.35,40,4,4,1.35,H26A - Seahorn.jpg,4,1,1,1,2,0,0
S12,31,0.43,4,1.27,42,4,4,0.43,E36A - lizard.jpg,4,1,1,4,4,1,1
S12,32,1.4,1,1.25,42,4,3,1.22,N152A-Fish-801.jpg,2,0,0,4,2,0,1
S12,34,0.37,2,1.03,43,2,6,0.73,N77,2,0,1,1,1,0,0
S12,35,0.37,4,1.22,43,6,3,1.12,HT80A-Spider-2560.jpg,2,0,0,5,6,0,0
S12,36,0.85,2,1.33,45,5,5,0.8,40A - Tutle.jpg,5,1,1,5,5,1,1
S12,37,0.78,4,1.17,47,2,2,0.87,55A - Fog.jpg,2,1,1,6,2,0,1
S12,38,1.08,0,0,48,6,2,0.9,49A - Insect.jpg,2,1,0,2,6,1,0
S12,39,0.4,5,0.4,49,2,3,1.35,N213A-Lizard-2136.jpg,2,0,1,4,4,0,0
S12,40,0.32,5,0.33,51,1,1,0.38,HT84A-Spider-2766.jpg,1,1,1,3,4,0,0
S13,1,1.02,5,0.87,2,1,1,0.5,M34,1,1,1,1,1,1,1
S13,2,0.82,2,1.02,2,3,3,1.5,M33,1,0,0,3,1,0,1
S13,3,0.6,3,1.08,4,4,4,0.83,HT24,4,1,1,4,6,1,0
S13,4,1.17,1,0.23,4,6,6,0.87,N58,5,0,0,6,6,0,0
S13,5,0.22,3,0.28,6,5,5,0.4,E13,5,1,1,6,1,0,0
S13,6,0.12,4,0.3,8,1,1,0.83,HT26,1,1,1,1,1,1,1
S13,7,0.27,5,0.57,10,5,5,0.4,HT22,5,1,1,2,5,0,1
S13,8,0.33,5,0.25,12,2,2,0.43,E15,2,1,1,2,4,1,0
S13,9,0.93,2,0.45,12,3,2,1.68,N97,6,0,0,1,1,0,0
S13,10,0.17,4,0.68,13,1,5,0.52,E31,1,0,1,5,6,0,0
S13,11,0.28,4,1.03,15,5,5,0.28,N61,5,1,1,5,5,1,1
S13,12,0.5,5,0.27,16,3,5,0.27,E30,3,0,1,5,3,0,1
S13,13,0.48,3,0.27,18,3,3,0.25,HT41,3,1,1,3,6,1,0
S13,14,0.27,3,0.9,18,1,1,0.1,N69,3,0,0,1,1,0,0
S13,15,0.52,1,0.7,18,4,2,0.73,N14,5,0,0,2,4,0,0
S13,16,0.3,5,0.45,20,2,2,0.3,N51,2,1,1,2,2,1,1
S13,17,0.38,2,0.57,21,5,4,1.18,HT66,5,0,1,1,5,0,1
S13,18,0.17,3,0.28,23,5,5,1.13,HT101,5,1,1,5,2,1,0
S13,19,0.33,3,0.25,24,3,1,0.12,N71,3,0,1,1,1,0,0
S13,20,0.18,3,0.42,25,5,1,0.65,N16,5,0,1,1,4,0,0
S13,21,0.32,1,0.32,27,1,1,0.63,N48,1,1,1,1,1,1,1
S13,22,0.13,4,0.53,29,2,2,0.25,N15,2,1,1,5,2,0,1
S13,23,0.27,4,1.33,31,4,4,0.3,HT106A-Frog-4727.jpg,4,1,1,4,3,1,0
S13,24,1.02,3,1.35,33,1,1,0.98,N114,1,1,1,3,3,0,0
S13,25,0.18,2,0.43,34,2,6,0.73,N83,2,0,1,6,1,0,0
S13,26,0.62,5,0.57,36,4,4,0.3,N102,4,1,1,4,4,1,1
S13,27,0.18,4,1,37,5,1,0.25,HT73A-SeaHorse-959.jpg,5,0,1,1,5,0,1
S13,28,0.35,3,1.13,39,2,2,0.3,N154A-Fish-859.jpg,2,1,1,2,3,1,0
S13,29,0.33,2,0.53,41,5,5,0.23,N74,5,1,1,2,2,0,0
S13,30,0.43,2,0.55,43,4,4,0.6,H26A - Seahorn.jpg,4,1,1,1,2,0,0
S13,31,0.5,3,1.28,45,4,4,0.4,E36A - lizard.jpg,4,1,1,4,4,1,1
S13,32,1.13,1,0.33,45,4,4,0.25,N152A-Fish-801.jpg,2,0,0,4,2,0,1
S13,33,0.32,3,0.27,47,1,1,0.23,HT67A-OrpionFish-932.jpg,1,1,1,1,5,1,0
S13,34,0.13,2,0.35,49,2,2,1.27,N77,2,1,1,1,1,0,0
S13,35,0.27,2,0.32,49,5,5,0.85,HT80A-Spider-2560.jpg,2,0,0,5,6,0,0
S13,36,0.02,4,0.35,51,5,5,0.33,40A - Tutle.jpg,5,1,1,5,5,1,1
S13,37,0.32,4,0.38,52,2,6,0.35,55A - Fog.jpg,2,0,1,6,2,0,1
S13,38,0.17,2,0.3,54,2,2,0.93,49A - Insect.jpg,2,1,1,2,6,1,0
S13,39,0.25,5,0.28,56,2,2,0.18,N213A-Lizard-2136.jpg,2,1,1,4,4,0,0
S13,40,0.35,3,0.3,58,1,1,1.15,HT84A-Spider-2766.jpg,1,1,1,3,4,0,0
S14,1,0.26,5,0.68,2,1,1,0.36,M34,1,1,1,1,1,1,1
S14,2,0.7,5,0.61,3,1,3,0.86,M33,1,0,1,3,1,0,1
S14,3,0.23,5,0.48,5,4,4,0.34,HT24,4,1,1,4,6,1,0
S14,4,1.4,0,0.47,5,6,2,0.9,N58,5,0,0,6,6,0,0
S14,5,0.25,5,0.26,7,5,5,0.33,E13,5,1,1,6,1,0,0
S14,6,0.39,5,0.5,9,1,1,0.24,HT26,1,1,1,1,1,1,1
S14,7,0.24,5,0.43,11,5,5,0.44,HT22,5,1,1,2,5,0,1
S14,8,0.06,5,0.38,13,2,2,0.6,E15,2,1,1,2,4,1,0
S14,9,0.27,0,1.33,13,3,3,0.71,N97,6,0,0,1,1,0,0
S14,10,0.53,3,0.68,14,1,5,1.32,E31,1,0,1,5,6,0,0
S14,11,0.28,5,0.43,16,5,5,0.27,N61,5,1,1,5,5,1,1
S14,12,0.83,4,1.47,17,3,5,0.24,E30,3,0,1,5,3,0,1
S14,13,0.26,3,0.43,19,3,3,0.36,HT41,3,1,1,3,6,1,0
S14,14,0.82,3,0.91,20,3,1,0.58,N69,3,0,1,1,1,0,0
S14,15,1.94,0,0.73,20,2,3,1.45,N14,5,0,0,2,4,0,0
S14,16,0.32,5,0.49,22,2,2,0.3,N51,2,1,1,2,2,1,1
S14,17,0.23,4,0.88,24,5,5,0.2,HT66,5,1,1,1,5,0,1
S14,18,1.17,0,0.33,24,2,2,1.19,HT101,5,0,0,5,2,1,0
S14,19,0.27,2,0.99,24,1,1,0.62,N71,3,0,0,1,1,0,0
S14,20,0.31,1,0.56,24,6,6,1,N16,5,0,0,1,4,0,0
S14,21,0.21,5,0.28,24,6,6,0.83,N48,1,0,0,1,1,1,1
S14,22,1.35,5,0.46,26,2,2,0.5,N15,2,1,1,5,2,0,1
S14,23,1,5,0.33,28,4,4,0.3,HT106A-Frog-4727.jpg,4,1,1,4,3,1,0
S14,24,0.25,5,0.51,30,1,1,0.38,N114,1,1,1,3,3,0,0
S14,25,0.3,0,0.36,32,2,2,0.73,N83,2,1,1,6,1,0,0
S14,26,0.34,5,0.89,34,4,4,0.78,N102,4,1,1,4,4,1,1
S14,27,0.25,5,0.47,36,5,5,0.54,HT73A-SeaHorse-959.jpg,5,1,1,1,5,0,1
S14,28,0.31,5,0.91,38,2,2,0.35,N154A-Fish-859.jpg,2,1,1,2,3,1,0
S14,29,0.33,5,0.37,40,5,5,0.2,N74,5,1,1,2,2,0,0
S14,30,0.33,5,0.5,42,4,4,0.29,H26A - Seahorn.jpg,4,1,1,1,2,0,0
S14,31,0.49,5,0.47,44,4,4,0.41,E36A - lizard.jpg,4,1,1,4,4,1,1
S14,32,0.99,1,0.33,44,4,4,0.5,N152A-Fish-801.jpg,2,0,0,4,2,0,1
S14,33,0.49,5,0.36,46,1,1,0.4,HT67A-OrpionFish-932.jpg,1,1,1,1,5,1,0
S14,34,0.36,5,0.59,48,2,2,0.83,N77,2,1,1,1,1,0,0
S14,35,0.36,1,1.22,48,6,3,1.05,HT80A-Spider-2560.jpg,2,0,0,5,6,0,0
S14,36,0.33,0,1.4,49,5,2,1.15,40A - Tutle.jpg,5,0,1,5,5,1,1
S14,37,0.48,4,0.58,50,2,6,0.92,55A - Fog.jpg,2,0,1,6,2,0,1
S14,38,0.25,5,0.45,52,2,2,0.53,49A - Insect.jpg,2,1,1,2,6,1,0
S14,39,0.32,5,0.3,54,2,2,1.19,N213A-Lizard-2136.jpg,2,1,1,4,4,0,0
S14,40,0.27,4,1.13,55,1,3,0.5,HT84A-Spider-2766.jpg,1,0,1,3,4,0,0
S15,1,0.55,5,1.15,2,1,1,0.87,M34,1,1,1,1,1,1,1
S15,2,0.7,5,0.72,3,1,4,1.08,M33,1,0,1,3,1,0,1
S15,3,0.43,5,1,5,4,4,1.1,HT24,4,1,1,4,6,1,0
S15,4,0.7,5,0.58,7,5,5,1.63,N58,5,1,1,6,6,0,0
S15,5,0.32,5,0.93,9,5,5,0.4,E13,5,1,1,6,1,0,0
S15,6,0.5,5,0.58,11,1,1,0.88,HT26,1,1,1,1,1,1,1
S15,7,0.35,5,1.03,13,5,5,0.65,HT22,5,1,1,2,5,0,1
S15,8,0.38,5,0.43,15,2,2,0.9,E15,2,1,1,2,4,1,0
S15,9,0.75,5,0.85,15,6,6,0.88,N97,6,1,1,1,1,0,0
S15,10,0.5,5,1.03,17,1,1,0.5,E31,1,1,1,5,6,0,0
S15,11,0.3,5,0.53,19,5,5,0.72,N61,5,1,1,5,5,1,1
S15,12,0.37,5,0.9,21,3,3,1.22,E30,3,1,1,5,3,0,1
S15,13,0.57,5,0.9,23,3,3,1.12,HT41,3,1,1,3,6,1,0
S15,14,0.48,5,0.98,25,3,3,1.05,N69,3,1,1,1,1,0,0
S15,15,0.15,4,0.47,26,3,5,1.67,N14,5,1,0,2,4,0,0
S15,16,0.37,5,0.93,28,2,2,0.85,N51,2,1,1,2,2,1,1
S15,18,0.32,2,1.02,29,3,3,1.8,HT101,5,0,0,5,2,1,0
S15,19,0.33,5,0.22,31,3,3,0.45,N71,3,1,1,1,1,0,0
S15,20,0.35,5,0.48,31,6,6,1.13,N16,5,0,0,1,4,0,0
S15,22,0.5,5,0.37,33,2,2,0.97,N15,2,1,1,5,2,0,1
S15,23,0.42,5,0.55,35,4,4,0.95,HT106A-Frog-4727.jpg,4,1,1,4,3,1,0
S15,24,0.37,5,0.33,37,1,1,0.73,N114,1,1,1,3,3,0,0
S15,25,0.25,2,0.65,37,3,3,0.93,N83,2,0,0,6,1,0,0
S15,26,0.45,5,0.42,39,4,4,1.47,N102,4,1,1,4,4,1,1
S15,27,0.48,5,1.23,41,5,5,0.88,HT73A-SeaHorse-959.jpg,5,1,1,1,5,0,1
S15,28,0.42,5,1.45,43,2,2,0.72,N154A-Fish-859.jpg,2,1,1,2,3,1,0
S15,29,0.37,5,0.38,45,5,5,0.47,N74,5,1,1,2,2,0,0
S15,30,0.1,5,0.48,47,4,4,1.07,H26A - Seahorn.jpg,4,1,1,1,2,0,0
S15,31,0.35,5,1.03,49,4,4,1.23,E36A - lizard.jpg,4,1,1,4,4,1,1
S15,32,0.68,5,1.02,49,3,3,0.75,N152A-Fish-801.jpg,2,0,0,4,2,0,1
S15,33,0.3,5,0.92,51,1,1,0.9,HT67A-OrpionFish-932.jpg,1,1,1,1,5,1,0
S15,34,0.4,5,1.05,53,2,2,0.62,N77,2,1,1,1,1,0,0
S15,35,0.5,5,0.45,53,6,4,0.68,HT80A-Spider-2560.jpg,2,0,0,5,6,0,0
S15,36,0.32,5,0.88,55,5,5,0.77,40A - Tutle.jpg,5,1,1,5,5,1,1
S15,37,0.5,5,0.4,57,2,2,1.07,55A - Fog.jpg,2,1,1,6,2,0,1
S15,38,0.48,5,0.6,59,2,2,0.35,49A - Insect.jpg,2,1,1,2,6,1,0
S15,39,0.57,5,0.95,59,5,6,0.6,N213A-Lizard-2136.jpg,2,0,0,4,4,0,0
S15,40,0.47,5,1.02,61,1,1,0.85,HT84A-Spider-2766.jpg,1,1,1,3,4,0,0
S16,1,0.58,3,0.62,2,1,1,1.03,M34,1,1,1,1,1,1,1
S16,2,1.25,4,0.63,4,1,1,0.6,M33,1,1,1,3,1,0,1
S16,3,0.88,4,1.05,6,4,4,0.72,HT24,4,1,1,4,6,1,0
S16,4,0.95,3,1.45,6,4,4,1.4,N58,5,0,0,6,6,0,0
S16,6,0.52,4,0.83,8,1,1,1.55,HT26,1,1,1,1,1,1,1
S16,7,0.1,4,0.87,9,5,4,0.5,HT22,5,0,1,2,5,0,1
