O1_mean,O1_ptp,O1_std,O1_entropy,O2_mean,O2_ptp,O2_std,O2_entropy,OZ_mean,OZ_ptp,OZ_std,OZ_entropy,P1_mean,P1_ptp,P1_std,P1_entropy,P2_mean,P2_ptp,P2_std,P2_entropy,PZ_mean,PZ_ptp,PZ_std,PZ_entropy,PO3_mean,PO3_ptp,PO3_std,PO3_entropy,PO4_mean,PO4_ptp,PO4_std,PO4_entropy,PO7_mean,PO7_ptp,PO7_std,PO7_entropy,PO8_mean,PO8_ptp,PO8_std,PO8_entropy,P3_mean,P3_ptp,P3_std,P3_entropy,P4_mean,P4_ptp,P4_std,P4_entropy,O1_Delta_power,O2_Delta_power,OZ_Delta_power,P1_Delta_power,P2_Delta_power,PZ_Delta_power,PO3_Delta_power,PO4_Delta_power,PO7_Delta_power,PO8_Delta_power,P3_Delta_power,P4_Delta_power,O1_Theta_power,O2_Theta_power,OZ_Theta_power,P1_Theta_power,P2_Theta_power,PZ_Theta_power,PO3_Theta_power,PO4_Theta_power,PO7_Theta_power,PO8_Theta_power,P3_Theta_power,P4_Theta_power,O1_Alpha_power,O2_Alpha_power,OZ_Alpha_power,P1_Alpha_power,P2_Alpha_power,PZ_Alpha_power,PO3_Alpha_power,PO4_Alpha_power,PO7_Alpha_power,PO8_Alpha_power,P3_Alpha_power,P4_Alpha_power,O1_Beta_power,O2_Beta_power,OZ_Beta_power,P1_Beta_power,P2_Beta_power,PZ_Beta_power,PO3_Beta_power,PO4_Beta_power,PO7_Beta_power,PO8_Beta_power,P3_Beta_power,P4_Beta_power,O1_Gamma_power,O2_Gamma_power,OZ_Gamma_power,P1_Gamma_power,P2_Gamma_power,PZ_Gamma_power,PO3_Gamma_power,PO4_Gamma_power,PO7_Gamma_power,PO8_Gamma_power,P3_Gamma_power,P4_Gamma_power,SecondsTarget1,SecondsTarget2,SecondsConfident,Correct_1,Correct_2,AI1 Correct,AI2 Correct,ConfidenceLabel
-1.818324032219273e-06,-9.642608252127058e-07,-3.3715390132278474e-06,6.254892212407299e-07,-2.73953937867312e-07,-1.707820373384807e-07,-1.0128776012532104e-06,-7.433790495737107e-07,-4.683210819190553e-07,-1.0257910549339753e-06,5.490510846852929e-07,-1.091297408639174e-07,6.525913794253632e-05,4.720984065534274e-05,5.577825532181993e-05,3.777631940840814e-05,2.2067346517161282e-05,2.1619805281413774e-05,5.22442682854543e-05,4.6319557072995766e-05,6.200184234223969e-05,6.460777838607538e-05,4.6567159535139185e-05,3.656698885268455e-05,9.628876072543803e-06,8.763151466863382e-06,9.326921925317118e-06,5.688420867565548e-06,4.2547946459995025e-06,3.5349934747280836e-06,7.907833658905533e-06,8.661147364491226e-06,9.27102792585172e-06,1.1716825816308873e-05,6.547511046399372e-06,6.490495057667953e-06,0.4995368104005888,0.5693311563986505,0.58743148298507,0.49243424198869507,0.643574674633307,0.6269177807680372,0.4563888252944214,0.5561574573308603,0.39114130782937245,0.5691912465134366,0.4194514780226969,0.5043774968533117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.29,0.27,1.0,1.0,1.0,0.0,2
-3.734414002084479e-07,-3.74971591402898e-06,-4.026397440108715e-06,1.7908878435785582e-06,-1.1404594874543042e-06,1.4226294762741177e-08,2.464952063356244e-06,-3.435381784415794e-06,2.5474046813863837e-06,-3.805791242349393e-06,2.8789809501249014e-06,-1.9608430937252545e-06,4.427754009511914e-05,3.7854124927315705e-05,4.480809677255158e-05,2.3323680818798913e-05,2.159950918466326e-05,1.9877023646714754e-05,3.732794561498451e-05,3.720201673651827e-05,3.793893995243116e-05,5.095871149548713e-05,2.9354715273176507e-05,2.612750046809202e-05,6.8478945426345505e-06,6.284149664971828e-06,6.984514406116451e-06,4.327982346276144e-06,3.45693805736531e-06,3.3300043362726116e-06,6.41238400531858e-06,6.1187755738951385e-06,6.494000071762794e-06,8.291806484711254e-06,5.476252227415502e-06,4.592183308933576e-06,0.5613677335579501,0.6488958671443699,0.6354290929152538,0.6004344238713883,0.7033366331807143,0.6600712297352226,0.485510945402782,0.662195881502733,0.4732538697423435,0.6400968959670137,0.5352274942189909,0.6294531241376033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.28,0.32,1.0,1.0,0.0,0.0,2
3.147693497294678e-07,-1.0051074719593595e-06,-2.0286777708370407e-06,2.6884396118494693e-07,-1.0580982897627308e-06,-1.7459243621485037e-06,1.94100561296497e-06,-7.165335406456223e-07,1.9888598324588633e-06,1.3218875023597577e-07,2.2136507198076973e-06,5.293875951498836e-07,5.002041041143033e-05,4.93355673498049e-05,5.167234598465217e-05,3.2975446617794805e-05,3.069558994172716e-05,2.6155755930667166e-05,4.93563326543179e-05,4.7852279542270545e-05,5.054354082697967e-05,6.448861678054127e-05,3.777092924118542e-05,3.7774238491055e-05,9.109192194380603e-06,8.702650366683977e-06,9.136360809280767e-06,5.550622507572285e-06,5.1137993350004945e-06,4.638296616930682e-06,8.624802262700158e-06,8.513145800144872e-06,8.690231667509982e-06,1.0865436759828367e-05,6.6491013685138274e-06,6.656393442387819e-06,0.4833613465016116,0.615771964992503,0.5667350064306194,0.5344547375361933,0.6109837824466692,0.5817833390438983,0.39868683077844763,0.6109107593438462,0.4024245723093704,0.6320089174510782,0.4894038835170694,0.5529123117208189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.48,0.46,1.0,0.0,0.0,0.0,2
4.910714396870834e-06,1.0915730994019688e-06,2.6164855050772474e-06,1.5809638008646825e-06,-1.0111659439547584e-06,-1.760248595175903e-06,5.0755506140633055e-06,9.001375801985603e-07,5.403947191338233e-06,1.8652119838078379e-06,4.237818964803908e-06,2.1326797069553719e-07,4.143376435309244e-05,4.1694162263506774e-05,4.223946369950795e-05,2.2314146939206628e-05,2.2648726406135334e-05,1.9801653812005142e-05,3.744535722815243e-05,4.0345653432072564e-05,3.915760888703742e-05,5.3053436145349825e-05,2.6945437840141917e-05,2.8174027371799548e-05,7.287741415374875e-06,6.752812731308638e-06,7.502653521402189e-06,4.218836335215299e-06,3.929788946331912e-06,3.396632229451908e-06,6.737570841927109e-06,6.571316358724115e-06,6.889175129694142e-06,8.175506726978918e-06,5.1684296584964114e-06,4.989418884442064e-06,0.5698344681228019,0.6570147724386519,0.6211087245050646,0.5972913447499612,0.6630519752153343,0.6422033090575299,0.4730455820361326,0.6484257400770501,0.4690724474692362,0.6592756100417605,0.5553659247721439,0.594340855600766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.32,0.37,1.0,1.0,1.0,1.0,2
-1.292557780278161e-07,-1.602876087233776e-06,-2.563288390990698e-06,2.8298197669253957e-06,5.905310029776862e-07,1.431213725071752e-06,2.727936868268549e-06,-1.444878481183571e-06,2.76867454605722e-06,-1.7815760872702187e-06,3.5360713542541315e-06,-6.361954389024077e-07,4.334691990398728e-05,4.163788784958635e-05,4.034978856389806e-05,2.8462520527504278e-05,2.232164377298897e-05,2.0653424210855605e-05,4.214177693217646e-05,4.222808445759332e-05,4.293354405053877e-05,5.381922326805019e-05,3.18844994693651e-05,3.3074846184194236e-05,7.699066475116827e-06,7.886960467888808e-06,7.569678915968555e-06,4.993144492360118e-06,4.124490067753843e-06,3.6553768530625546e-06,7.91471931026927e-06,7.892028015298379e-06,8.00673999177578e-06,9.75611213191756e-06,5.995563860308698e-06,5.9498055304589975e-06,0.5032164709730965,0.6219446728662318,0.6204944394569947,0.5538494397054419,0.6634657643323192,0.6483540680309149,0.3657656437851679,0.6114093217586446,0.3502227941654721,0.6291508069619942,0.5021696960774157,0.5546633331504868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.36,0.6,1.0,1.0,0.0,1.0,2
-3.580657611962073e-06,-2.678418146075254e-06,-4.494505798172656e-06,-9.449014026053307e-08,-1.4255305462480201e-06,4.8352310462902203e-08,-1.2909409297126265e-06,-2.5361856676238857e-06,-1.5086431536300108e-06,-2.719126147515454e-06,1.3493149076663915e-07,-2.5779569353376594e-06,4.0479350941500635e-05,4.338560093416306e-05,4.449636257381471e-05,1.9467433880292814e-05,2.1577199881435893e-05,2.0546731896977028e-05,3.635702314734308e-05,4.254465092407922e-05,3.702851095387528e-05,5.299435411424899e-05,2.580475705307435e-05,3.570655050799416e-05,7.632876964517415e-06,8.700802482057885e-06,7.805993061249712e-06,4.052923133054731e-06,4.202711107600864e-06,3.54455756878081e-06,7.05750509563018e-06,8.648077104492071e-06,7.0845445644278245e-06,1.1522779592091934e-05,5.067484489272661e-06,6.953027906703006e-06,0.48886550528631506,0.5470229733932308,0.5762742092062014,0.601371332340826,0.6480007780051292,0.6433569097384205,0.398895144925819,0.5451825551569663,0.3918672775031385,0.5254317761553527,0.5570854523538397,0.4852502206507091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.3,0.51,1.0,1.0,1.0,0.0,2
1.3292391065566742e-05,1.5234504409517994e-05,1.0241408538044905e-05,7.250947476729009e-06,5.6068757722246165e-06,3.476134631040096e-06,1.1144937118439187e-05,1.1584819547455403e-05,1.4576828135440164e-05,2.046883232475343e-05,1.0024378655937174e-05,1.0288925109585708e-05,5.9734172670230633e-05,7.597110347640429e-05,5.853724846365785e-05,3.396716395385297e-05,3.346427050724668e-05,2.7028777054256456e-05,4.701571834137973e-05,6.0263946381051287e-05,5.6698987817664246e-05,9.989833425095478e-05,4.2038257492740556e-05,5.332200990565807e-05,1.0670847910001041e-05,1.255064700190312e-05,1.017510935092003e-05,6.048089977389746e-06,5.74603826137214e-06,4.443421590862191e-06,8.713734103860883e-06,1.0047674019811764e-05,1.0448130149396643e-05,1.6249285623005112e-05,7.344324905174743e-06,8.603045885455051e-06,0.47668502936236645,0.517094484560257,0.5603401762464244,0.5218934073129682,0.5796824696053762,0.6027009298988054,0.4555917999965595,0.5205087930173962,0.3661075546753224,0.4815425029482199,0.47121075669176293,0.5071790225551217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.29,0.31,1.0,1.0,0.0,0.0,2
7.879236177428751e-06,8.092631532758285e-06,5.750311487833575e-06,6.7388097763080545e-06,4.067854177321286e-06,3.3754918719819182e-06,9.947649273230235e-06,8.02906413405479e-06,1.000737060947142e-05,1.0592425642162981e-05,8.410101066142447e-06,7.086351076198259e-06,4.867498576272759e-05,4.649214351360007e-05,4.682581126788459e-05,3.397273341184672e-05,2.6461906366295578e-05,2.5087260182937612e-05,4.9217832441044536e-05,4.659711253799325e-05,4.994409167077829e-05,5.954726585612733e-05,3.688592806086368e-05,3.585077372082583e-05,8.256440708714285e-06,7.980843284668782e-06,8.057264254961847e-06,5.9228871674824405e-06,4.53511755465352e-06,4.388700933418573e-06,8.445140932050462e-06,7.843322496268804e-06,8.536437009730196e-06,9.937390146231316e-06,6.5446020069506825e-06,6.228271381710347e-06,0.5339470208692608,0.611380161781437,0.6133879800443981,0.5265541186533623,0.6470834481822424,0.5922750027780802,0.4310921235066035,0.6059501241596672,0.4318885558447398,0.6157542341956969,0.5073776467650262,0.5384085212330377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.3,1.09,1.0,1.0,0.0,0.0,2
1.3700756829562378e-06,1.2867546454392616e-06,-1.0586152801755741e-07,9.837572029299371e-07,-3.514645098331838e-07,-1.883161086150451e-08,2.0274802213715627e-06,1.4328266108296527e-06,2.1091198695789845e-06,3.369306275495398e-06,1.6615995656259043e-06,1.2729760856251386e-06,5.846707329293659e-05,5.221832452941629e-05,5.852075752742019e-05,3.015050212877232e-05,2.443098062069075e-05,1.9476076076926268e-05,5.409157167129324e-05,5.183845697666442e-05,5.515483651541051e-05,6.731889326265332e-05,3.698273458680335e-05,3.739935102557083e-05,9.064798113049548e-06,8.365029397494991e-06,8.485088625319508e-06,4.734539406729129e-06,4.452558837709827e-06,3.8794249003489375e-06,8.425539364340817e-06,8.262092722858432e-06,8.532925458899396e-06,1.1413089164833056e-05,5.792187646003022e-06,6.021443911483606e-06,0.48418190952872203,0.6028449705077907,0.5851190071468936,0.5531156086136179,0.6551894430078204,0.626371510096438,0.39801308692468856,0.6031256362013856,0.3968288543587682,0.5767744242280461,0.5051839469640522,0.5641567565748621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.33,0.42,1.0,1.0,1.0,1.0,2
5.5418776464461905e-06,2.978816448818338e-06,2.2390717527680034e-06,2.3082116970860054e-06,-1.1914055651713573e-07,-2.532021961813462e-07,4.172955861255216e-06,3.1494828182180362e-06,6.3120638681055554e-06,3.858393146628622e-06,5.662011657225325e-06,1.4998208749537023e-06,5.5619771816971036e-05,5.1435443748311816e-05,4.9517732495219e-05,3.136483470627283e-05,2.713843529525157e-05,2.305055898568721e-05,4.687352359381393e-05,5.063678919405381e-05,5.502610574180974e-05,7.24558332521252e-05,4.266207874971048e-05,3.618679037494573e-05,9.834304750609652e-06,8.849229165494127e-06,8.836349873452702e-06,5.029282908960104e-06,4.413785566771926e-06,3.8712598038876106e-06,8.016515488175269e-06,8.779304260436253e-06,9.755738493433151e-06,1.1770045413181759e-05,7.564746562252625e-06,6.5185374141509725e-06,0.46237292831493587,0.5772000875910421,0.5758993335703368,0.5493491241165012,0.6379800226714093,0.6243964556928439,0.44637872838659876,0.5649249369475029,0.35722585913181415,0.5608687823871759,0.4275497590016671,0.5071351991794975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.42,0.38,1.0,0.0,0.0,1.0,2
6.262082011401171e-06,6.1023713948469554e-06,5.054140002849074e-06,2.3023616421722405e-06,1.531665095859859e-06,-1.1355131396223494e-07,6.175419639830946e-06,6.167828887404874e-06,6.383364950185973e-06,8.460491932571064e-06,3.992280668212139e-06,4.357564676064935e-06,3.689155855401353e-05,4.511472309166268e-05,3.7076929952471293e-05,2.064397663626398e-05,2.483677094864572e-05,1.635549731893583e-05,3.311773864014063e-05,4.3768562206389534e-05,3.342092887069839e-05,5.5523866513258096e-05,2.4754170355287372e-05,3.1975385585163467e-05,6.867273829617788e-06,7.4379143958972664e-06,6.934138236406483e-06,4.091656346818798e-06,3.945534083681069e-06,3.3186172632750823e-06,6.534993509356088e-06,7.321721752367477e-06,6.6193245130537076e-06,9.32879826711066e-06,4.778351490944031e-06,5.514914203472823e-06,0.5741213912936092,0.6870553060934157,0.6766564551595209,0.6244201781340483,0.7020840783321226,0.699978357168746,0.49306796741572745,0.6792401533391575,0.4804515676729696,0.6828427139854918,0.5977038608805324,0.6218567104772433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.34,0.38,1.0,1.0,1.0,0.0,2
9.687537157992898e-07,-8.615211343399675e-07,-1.9643216760419386e-06,1.7663471424037724e-06,-1.3053370108192943e-06,-1.5931703180493676e-06,2.5802839427945682e-06,-6.510365022299108e-07,2.7749594275977613e-06,-1.8973400575542066e-07,2.478604729571827e-06,1.8886935913876574e-08,4.527529132856197e-05,3.388613120106684e-05,4.3963542827235146e-05,2.328462404094342e-05,2.0181432673045804e-05,1.7980798199079167e-05,4.113952626332018e-05,3.245889560133774e-05,4.1117839709419856e-05,4.393792522781252e-05,3.0056466026714816e-05,2.5181241925559218e-05,7.006423179845281e-06,6.100146417456613e-06,6.822351302199573e-06,4.471526445845638e-06,3.5779549282995865e-06,3.380053388844691e-06,6.8183734278227604e-06,6.027883891499108e-06,6.905696353281856e-06,7.996425026673867e-06,4.9900356030543585e-06,4.907260901168746e-06,0.5739612982949406,0.6857068196658993,0.6457614513363871,0.6035097577437873,0.6965868606216865,0.6654651662749701,0.49745309557623374,0.67259365759245,0.4896344588103099,0.6494820439457502,0.5792144837141638,0.6178674717151853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.41,0.32,1.0,1.0,0.0,0.0,2
2.566545018465579e-06,-2.89254943287817e-06,-1.4034360178563423e-06,4.765423772475998e-06,-3.529259884465521e-07,1.6625029357314626e-06,5.879520837083867e-06,-2.7828156736759156e-06,5.869830834127301e-06,-4.179979386612231e-06,5.830653680396071e-06,-2.1905025868799515e-06,4.480985820900954e-05,4.5396179084604416e-05,4.04220808915964e-05,2.3097339571811776e-05,2.3016789378228525e-05,1.979900831945811e-05,3.795686235381413e-05,4.468135822459276e-05,3.841115083533318e-05,5.6046636439916744e-05,2.5176345284793993e-05,3.5033274562123215e-05,7.637670674433638e-06,8.360719376918123e-06,7.603690079933476e-06,4.400122023466682e-06,4.168987625566376e-06,3.542180235865444e-06,7.043870013019393e-06,8.31726524924306e-06,7.1277131563632546e-06,1.0852534027069934e-05,5.162711629004193e-06,6.2968221573308945e-06,0.5603364772075993,0.5721126284892462,0.6065108664786975,0.5806588259485544,0.6360912712473699,0.637489403432234,0.4640357628744466,0.5696318987953007,0.4671763322264487,0.5453449400890762,0.5552805051291747,0.5067533775301158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.32,0.4,0.0,0.0,0.0,0.0,2
2.9483224288663896e-06,8.65856503125479e-08,-1.7590754384079752e-06,3.6995362350203633e-06,7.6496080070785e-07,6.347478704773474e-07,5.637529145606671e-06,1.3413070542553727e-07,5.620028045760314e-06,5.17584982292214e-07,5.641335526819058e-06,1.1437508899389087e-06,3.9246488472079134e-05,3.35979508505371e-05,3.730489530681517e-05,3.106551543975559e-05,2.283679098085583e-05,1.789510054838611e-05,4.214233483165015e-05,3.368594924051268e-05,4.1500446214801524e-05,4.454633510786823e-05,3.493376150848042e-05,2.9833368226069587e-05,7.333494335171249e-06,6.938724534846732e-06,7.492702143755437e-06,4.579753939677337e-06,3.854850847652972e-06,3.381933638358042e-06,7.0865705690202605e-06,6.793691804074282e-06,7.12247735706061e-06,8.71065170705011e-06,5.771012741776279e-06,5.847321986633373e-06,0.5509473361408727,0.6589357975462188,0.6418866801659956,0.5685178100572766,0.6990289539308324,0.6437509881738297,0.4613982227104445,0.6498084207533491,0.44623095397415796,0.6474650811056699,0.5096461697164231,0.5788275829526532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.3,0.53,1.0,1.0,1.0,1.0,2
3.0021945748029193e-06,2.6653480351569527e-06,1.9106273840266877e-06,2.6629341351996124e-06,7.520001730336664e-07,1.0661854910791532e-06,4.477846638842136e-06,2.7303694979253186e-06,4.604634024315641e-06,4.168746656136232e-06,3.131733024829879e-06,1.8328500685129e-06,4.545434749571244e-05,4.193042553805675e-05,3.818944349183776e-05,2.9190240786287078e-05,2.3609424531456386e-05,1.7628649190263668e-05,5.069401728228823e-05,4.1241483584229756e-05,5.1693090308330266e-05,5.3397847994455854e-05,3.6714050200274684e-05,3.217304984552867e-05,7.946185905751144e-06,7.727043299464655e-06,7.077175159486575e-06,4.720951471807492e-06,3.9727884028101484e-06,3.3492893223007215e-06,7.890630108115898e-06,7.572938545059208e-06,8.004986471883409e-06,1.0429334785032929e-05,5.604413111026201e-06,6.289679575084852e-06,0.5757831152147512,0.6509271703748678,0.6555970071648679,0.5912299573338444,0.6720366841940695,0.6877872979832186,0.48088025981235677,0.6396109294868907,0.48204495700490485,0.6271865880219281,0.5651664892281898,0.5377692441256647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.33,0.47,0.0,0.0,0.0,1.0,2
1.8839787006006826e-06,-2.0768778968906247e-07,-8.639600177852727e-07,1.6010644360271067e-06,-1.152272059872003e-06,-6.676516458234592e-07,3.178534113902191e-06,-7.18728843799365e-08,3.0703380791900477e-06,1.293225831894424e-06,2.357690308349037e-06,9.197630912951251e-07,3.9945136923074005e-05,4.024067487093624e-05,4.027640332543588e-05,2.625385182427936e-05,2.284492200805698e-05,2.20799035468537e-05,3.463971415357096e-05,3.923735799419691e-05,3.543092623348252e-05,5.417633233697279e-05,2.9816211625160755e-05,2.811933224254311e-05,6.961118286674558e-06,6.938413638039198e-06,6.991229453341077e-06,4.872931057530552e-06,3.789452291021818e-06,3.667092086364147e-06,6.753669724572504e-06,6.772652199262477e-06,6.782801891723997e-06,8.90080769514712e-06,5.445658969275422e-06,5.010325473110798e-06,0.6211592322601606,0.6620790862078978,0.6605408017864056,0.5511538177667286,0.6705401820469657,0.6166840350423993,0.52339489784293,0.6602171388678175,0.5204688222195961,0.6598133209708309,0.5380967679455363,0.5982844782694795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.29,0.23,1.0,1.0,1.0,0.0,2
